id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1191895319439613036,Room in a large 3 bedroom house.,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,52,28,0,,,4,365,0,
1192795085655166314,Privateroom with shared bathroom,382446799,Elizabeth,,NINTH WARD,42.65542,-73.78155,Private room,44,1,3,2024-09-30,1.05,1,269,3,
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,,SIXTH WARD,42.65521,-73.76497,Entire home/apt,215,5,0,,,5,306,0,
1198592120169206200,"""The LEO Home"" Private Bedroom Two / 1 Full Bath",349460842,Scott,,TENTH WARD,42.66269,-73.78163,Private room,48,60,0,,,13,154,0,
1201525324551556925,Traveling Medical Professionals,413566290,Victoria,,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,68,2,4,2024-09-01,1.11,1,161,4,
1208695175897245796,“The Gorgeous Allen Home” Private Bedroom/1.5 Bath,349460842,Scott,,TENTH WARD,42.6639,-73.7927,Private room,36,30,0,,,13,277,0,
1209313814437527365,"private queen room near AMC, UAlbany",20536619,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,72,7,2,2024-10-27,2,5,89,2,
1210875317904799284,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812,-73.81912,Entire home/apt,199,3,0,,,1,358,0,
1223296094447723679,Cozy Remote Workplace,42708277,Rodney,,TENTH WARD,42.66119,-73.77536,Entire home/apt,92,1,7,2024-10-20,3.18,6,67,7,
1223423894415302002,2BR condo 10 min walk to capitol,1176120,Julia,,THIRD WARD,42.65737,-73.75741,Entire home/apt,103,1,20,2024-11-03,7.59,2,349,20,
1223845635352908531,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,,ELEVENTH WARD,42.66332540000001,-73.77422550000001,Entire home/apt,110,3,2,2024-10-21,2,2,365,2,
1223982811498688622,"Apartment w/ Deck in Albany, Walk to Downtown!",121680792,Evolve,,SIXTH WARD,42.65679,-73.76334,Entire home/apt,96,2,9,2024-10-21,3.51,5,350,9,
1224184445857718550,White Cozy Room,522436003,Adriana,,THIRTEENTH WARD,42.66859,-73.78832,Private room,55,28,1,2024-10-04,0.91,3,364,1,
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,157,2,4,2024-10-28,2.18,1,365,4,
1229287611382413342,The Crimson Retreat,562084689,Antonio,,TENTH WARD,42.66095,-73.77813,Entire home/apt,90,1,7,2024-11-03,4.04,3,0,7,
1229302903741056027,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104,-73.77971,Entire home/apt,98,1,7,2024-10-28,3.00,3,364,7,
1229336497403850446,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,110,1,11,2024-10-29,5.50,3,360,11,
1233366548908684664,Larson Gold,233515764,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,87,1,16,2024-10-29,8.28,4,61,16,
1234376912864523021,Spacious Garden Apt in Center Square,564967431,Stephanie,,SIXTH WARD,42.65046806904435,-73.7643479581064,Entire home/apt,91,2,2,2024-10-28,2,2,218,2,
1237963668912797614,Tasteful…in more ways than one!,382970529,Thomas,,SIXTH WARD,42.655070571714035,-73.76151133328676,Entire home/apt,116,1,8,2024-11-03,5.22,14,179,8,
1240621479377945523,peaceful 6 underground,412416973,Virginia,,SECOND WARD,42.64567,-73.75883,Private room,86,1,1,2024-10-28,1,2,356,1,
1246452851774715158,Room close to AMC and St peter,652223872,Umit,,TENTH WARD,42.65941683202992,-73.78360267728567,Private room,60,3,1,2024-10-12,1,1,365,1,
1252203595666312568,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,,TENTH WARD,42.665179051217486,-73.79260147965597,Private room,56,30,0,,,13,309,0,
1252255960109808438,The Old Lawmaker's Building.,172861174,Vibha,,THIRD WARD,42.6551298,-73.75842949999999,Private room,116,1,3,2024-10-28,3,1,363,3,
1252258297385952172,cap region staycation,38324986,Gregory,,EIGHTH WARD,42.64548739100758,-73.7896032151887,Entire home/apt,257,3,0,,,1,270,0,
1252301211909514289,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,,TENTH WARD,42.66555578069533,-73.79269774597833,Private room,31,30,0,,,13,343,0,
1256391301639690602,Lovely 1 bedroom across the park,37769478,Erion,,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire home/apt,88,1,4,2024-10-26,3.64,11,361,4,
1256498995571429533,"""The LEO Home"" Private Bedroom Three / Full Bath",349460842,Scott,,TENTH WARD,42.66226,-73.78221,Private room,36,30,0,,,13,147,0,
1258626240698646696,welcome,539608284,Joyhefsiba,,SECOND WARD,42.64178,-73.75906,Private room,,30,0,,,3,0,0,
1258922176307142144,Cozy Boho 1BR Near Albany Med & St Peter Hospitals,18490980,Jeremy,,SIXTH WARD,42.65337803678852,-73.7728707580915,Entire home/apt,98,3,2,2024-10-15,2,2,156,2,
1259604917138801047,Cozy & Convenient Studio by Washington Park,18490980,Jeremy,,SIXTH WARD,42.65584,-73.76565,Entire home/apt,96,7,1,2024-10-13,1,2,180,1,
1264531987910224088,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,Linda,,SEVENTH WARD,42.64762856666501,-73.76751684061892,Entire home/apt,145,1,3,2024-10-27,3,16,333,3,
1265342374507338537,Stylish studio - downtown Albany,564967431,Stephanie,,SIXTH WARD,42.65004675077063,-73.76402178164355,Entire home/apt,80,1,2,2024-10-28,2,2,304,2,
1266676779473584420,Row house on the park,1017349,Chris,,SIXTH WARD,42.65319027333566,-73.76970599961155,Private room,75,1,1,2024-10-26,1,1,79,1,
1268205616603776750,Central Location 1 Bed 1 Bath,270608641,Enkelejda,,SIXTH WARD,42.65137969505171,-73.76947069212083,Entire home/apt,81,1,1,2024-11-02,1,1,365,1,
1269145433396830936,King Bed in Spacious Aparment Close to Everything,382970529,Thomas,,THIRTEENTH WARD,42.66916459999999,-73.79776079999999,Private room,63,2,2,2024-11-01,2,14,365,2,
1269904634052987141,Peaceful 6 Underground,412416973,Virginia,,SECOND WARD,42.64617750946286,-73.75996646182338,Private room,100,1,0,,,2,364,0,
1273861365984558378,Short term across from UAlbany,658588120,Melinda,,TWELFTH WARD,42.686850591818136,-73.81405551801146,Entire home/apt,60,28,0,,,1,325,0,
1273958657689116365,3 Bedroom Cozy Ranch,57127782,Deanna,,FIFTEENTH WARD,42.673155,-73.8203654,Entire home/apt,155,1,1,2024-10-29,1,1,340,1,
1277527400878120655,Experience Historic Albany Full Throttle!,382970529,Thomas,,SIXTH WARD,42.654727,-73.7617826,Entire home/apt,316,2,0,,,14,365,0,
1277717926531215616,Large Center Sq Luxury Retreat.,65760,Anthony,,SIXTH WARD,42.6497616,-73.7645287,Entire home/apt,219,7,0,,,1,363,0,
1279011643102137684,nice cool stays,539608284,Joyhefsiba,,THIRD WARD,42.66139590406264,-73.76204655881854,Private room,70,4,0,,,3,365,0,
1279781671588026640,Spacious & Quiet Townhouse.,528617680,Paola,,SECOND WARD,42.6453112779392,-73.75793399720892,Private room,60,1,1,2024-11-03,1,1,365,1,
1279846646046615122,Cozy room in the heart of Albany,32379616,Fabiola,,THIRD WARD,42.664093,-73.7679519,Private room,35,28,0,,,4,341,0,
